,continent,continent_GDP,continent_population,per_capita_GDP
0,http://powerplant.example.com/north_america,2.49578243E13,579251353,43086.348
1,http://powerplant.example.com/oceania,2.00710252E12,47579831,42183.89
2,http://powerplant.example.com/europe,2.22249731E13,857373281,25922.166
3,http://powerplant.example.com/south_america,3.85596732E12,428788218,8992.708
4,http://powerplant.example.com/asia,3.9333189E13,4680571915,8403.501
5,http://powerplant.example.com/africa,2.84161789E12,1316731151,2158.0852
